Name,Tier,Num Types,Type 1,Type 2,Num Abilities,Ability 1,Ability 2,Ability 3,Has Negative Ability,HP,Attack,Defense,Special Attack,Special Defense,Speed,Base Stat Total,Next Evolution(s),Evolutionary Stage,Num Evolutionary Stages,Evolutionary Progress,Is Mega Evolution,Is Alternate Form,Num Moves,Moves,Defensive Boost Moves,Offensive Boost Moves,Max Defensive Boost Amount,Max Offensive Boost Amount,Recovery Moves,Priority STAB Attacks,Entry Hazards,Hazard Clearing Moves,Phazing Moves,Switch Attacks,High Prob Side FX Attacks,Constant Damage Attacks,Trapping Moves
Aggron,PU,2,Rock,Steel,3,Heavy Metal,Rock Head,Sturdy,0,70,110,180,60,60,50,530,[],3,3,1.0,0,0,115,"{'Toxic', 'Blizzard', 'Screech', 'Iron Tail', 'Dig', 'Heavy Slam', 'Dynamic Punch', 'Body Slam', 'Return', 'Dragon Pulse', 'Strength', 'Whirlpool', 'Giga Impact', 'Fury Cutter', 'Focus Punch', 'Fling', 'Facade', 'Headbutt', 'Aerial Ace', 'Confide', 'Payback', 'Captivate', 'Mega Kick', 'Surf', 'Autotomize', 'Incinerate', 'Superpower', 'Hidden Power', 'Endeavor', 'Reversal', 'Rock Slide', 'Outrage', 'Rollout', 'Stealth Rock', 'Thunder Wave', 'Frustration', 'Mega Punch', 'Rock Polish', 'Brick Break', 'Shadow Claw', 'Cut', 'Rain Dance', 'Flash Cannon', 'Earthquake', 'Power-Up Punch', 'Natural Gift', 'Flamethrower', 'Smelling Salts', 'Bulldoze', 'Thunderbolt', 'Take Down', 'Smart Strike', 'Avalanche', 'Swagger', 'Taunt', 'Head Smash', 'Rock Climb', 'Iron Head', 'Rock Smash', 'Metal Claw', 'Metal Sound', 'Fire Blast', 'Stone Edge', 'Sandstorm', 'Solar Beam', 'Protect', 'Attract', 'Defense Curl', 'Double-Edge', 'Curse', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Fire Punch', 'Focus Blast', 'Harden', 'Sleep Talk', 'Ice Beam', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Counter', 'Shock Wave', 'Tackle', 'Magnet Rise', 'Thunder', 'Roar', 'Smack Down', 'Stomp', 'Thunder Punch', 'Round', 'Metal Burst', 'Mimic', 'Seismic Toss', 'Aqua Tail', 'Low Kick', 'Dragon Rush', 'Earth Power', 'Spite', 'Uproar', 'Block', 'Ancient Power', 'Ice Punch', 'Hone Claws', 'Brutal Swing', 'Icy Wind', 'Hyper Beam', 'Iron Defense', 'Dark Pulse', 'Water Pulse', 'Dragon Tail', 'Dragon Claw', 'Snore'}",{'Iron Defense'},"{'Hone Claws', 'Rock Polish'}",2,2,set(),set(),{'Stealth Rock'},set(),"{'Dragon Tail', 'Roar'}",set(),"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Body Slam', 'Iron Head'}",{'Seismic Toss'},{'Block'}
Aggron-Mega,UU,1,Steel,,1,Filter,,,0,70,140,230,60,80,50,630,[],3,3,1.0,1,0,115,"{'Toxic', 'Blizzard', 'Screech', 'Iron Tail', 'Dig', 'Heavy Slam', 'Dynamic Punch', 'Body Slam', 'Return', 'Dragon Pulse', 'Strength', 'Whirlpool', 'Giga Impact', 'Fury Cutter', 'Focus Punch', 'Fling', 'Facade', 'Headbutt', 'Aerial Ace', 'Confide', 'Payback', 'Captivate', 'Mega Kick', 'Surf', 'Autotomize', 'Incinerate', 'Superpower', 'Hidden Power', 'Endeavor', 'Reversal', 'Rock Slide', 'Outrage', 'Rollout', 'Stealth Rock', 'Thunder Wave', 'Frustration', 'Mega Punch', 'Rock Polish', 'Brick Break', 'Shadow Claw', 'Cut', 'Rain Dance', 'Flash Cannon', 'Earthquake', 'Power-Up Punch', 'Natural Gift', 'Flamethrower', 'Smelling Salts', 'Bulldoze', 'Thunderbolt', 'Take Down', 'Smart Strike', 'Avalanche', 'Swagger', 'Taunt', 'Head Smash', 'Rock Climb', 'Iron Head', 'Rock Smash', 'Metal Claw', 'Metal Sound', 'Fire Blast', 'Stone Edge', 'Sandstorm', 'Solar Beam', 'Protect', 'Attract', 'Defense Curl', 'Double-Edge', 'Curse', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Fire Punch', 'Focus Blast', 'Harden', 'Sleep Talk', 'Ice Beam', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Counter', 'Shock Wave', 'Tackle', 'Magnet Rise', 'Thunder', 'Roar', 'Smack Down', 'Stomp', 'Thunder Punch', 'Round', 'Metal Burst', 'Mimic', 'Seismic Toss', 'Aqua Tail', 'Low Kick', 'Dragon Rush', 'Earth Power', 'Spite', 'Uproar', 'Block', 'Ancient Power', 'Ice Punch', 'Hone Claws', 'Brutal Swing', 'Icy Wind', 'Hyper Beam', 'Iron Defense', 'Dark Pulse', 'Water Pulse', 'Dragon Tail', 'Dragon Claw', 'Snore'}",{'Iron Defense'},"{'Hone Claws', 'Rock Polish'}",2,2,set(),set(),{'Stealth Rock'},set(),"{'Dragon Tail', 'Roar'}",set(),"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Body Slam', 'Iron Head'}",{'Seismic Toss'},{'Block'}
Aipom,No Tier,1,Normal,,3,Pickup,Run Away,Skill Link,0,55,70,55,40,55,85,360,['Ambipom'],1,2,0.5,0,0,103,"{'Toxic', 'Beat Up', 'Screech', 'Iron Tail', 'Detect', 'Fury Swipes', 'Double Slap', 'Dig', 'Dynamic Punch', 'Low Sweep', 'Body Slam', 'Return', 'Seed Bomb', 'Strength', 'Fling', 'Focus Punch', 'Fury Cutter', 'Facade', 'Headbutt', 'Aerial Ace', 'Metronome', 'Confide', 'Bounce', 'Payback', 'Captivate', 'Mega Kick', 'Retaliate', 'Snatch', 'Work Up', 'Hidden Power', 'U-turn', 'Slam', 'Baton Pass', 'Switcheroo', 'Thunder Wave', 'Frustration', 'Mega Punch', 'Brick Break', 'Shadow Claw', 'Scratch', 'Cut', 'Rain Dance', 'Power-Up Punch', 'Natural Gift', 'Thunderbolt', 'Dream Eater', 'Tickle', 'Swagger', 'Taunt', 'Revenge', 'Rock Smash', 'Solar Beam', 'Protect', 'Attract', 'Grass Knot', 'Astonish', 'Last Resort', 'Defense Curl', 'Double-Edge', 'Curse', 'Zap Cannon', 'Thief', 'Knock Off', 'Mud-Slap', 'Rest', 'Endure', 'Fire Punch', 'Sleep Talk', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Tail Slap', 'Counter', 'Shock Wave', 'Thunder', 'Thunder Punch', 'Acrobatics', 'Agility', 'Round', 'Tail Whip', 'Double Hit', 'Shadow Ball', 'Mimic', 'Seismic Toss', 'Quick Guard', 'Swift', 'Low Kick', 'Sand Attack', 'Spite', 'Uproar', 'Role Play', 'Pursuit', 'Ice Punch', 'Nightmare', 'Hone Claws', 'Fake Out', 'Water Pulse', 'Covet', 'Foul Play', 'Nasty Plot', 'Gunk Shot', 'Snore'}",set(),"{'Nasty Plot', 'Agility', 'Hone Claws', 'Work Up'}",0,2,set(),{'Fake Out'},set(),set(),set(),{'U-turn'},"{'Gunk Shot', 'Body Slam', 'Headbutt', 'Iron Tail'}",{'Seismic Toss'},set()
Alakazam,UUBL,1,Psychic,,3,Inner Focus,Magic Guard,Synchronize,0,55,50,45,135,95,120,500,[],3,3,1.0,0,0,104,"{'Toxic', 'Trick', 'Power Trick', 'Iron Tail', 'Telekinesis', 'Dig', 'Dynamic Punch', 'Body Slam', 'Return', 'Psywave', 'Psychic', 'Miracle Eye', 'Giga Impact', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Metronome', 'Confide', 'Captivate', 'Mega Kick', 'Torment', 'Confusion', 'Snatch', 'Hidden Power', 'Guard Swap', 'Light Screen', 'Bide', 'Recycle', 'Thunder Wave', 'Frustration', 'Mega Punch', 'Charge Beam', 'Rain Dance', 'Natural Gift', 'Recover', 'Teleport', 'Zen Headbutt', 'Dream Eater', 'Take Down', 'Trick Room', 'Safeguard', 'Energy Ball', 'Swagger', 'Skill Swap', 'Taunt', 'Magic Coat', 'Flash', 'Psybeam', 'Protect', 'Attract', 'Snore', 'Grass Knot', 'Drain Punch', 'Double-Edge', 'Curse', 'Zap Cannon', 'Thief', 'Knock Off', 'Magic Room', 'Rest', 'Endure', 'Fire Punch', 'Ally Switch', 'Focus Blast', 'Psychic Terrain', 'Sleep Talk', 'Double Team', 'Wonder Room', 'Substitute', 'Sunny Day', 'Secret Power', 'Counter', 'Shock Wave', 'Rage', 'Future Sight', 'Thunder Punch', 'Round', 'Embargo', 'Shadow Ball', 'Mimic', 'Seismic Toss', 'Disable', 'Barrier', 'Reflect', 'Gravity', 'Psyshock', 'Role Play', 'Signal Beam', 'Calm Mind', 'Encore', 'Ice Punch', 'Guard Split', 'Nightmare', 'Hyper Beam', 'Skull Bash', 'Dazzling Gleam', 'Tri Attack', 'Foul Play', 'Psycho Shift', 'Psycho Cut', 'Submission', 'Psych Up', 'Kinesis'}","{'Barrier', 'Calm Mind'}",{'Calm Mind'},2,1,{'Recover'},set(),set(),set(),set(),set(),"{'Body Slam', 'Headbutt', 'Iron Tail'}",{'Seismic Toss'},set()
Alakazam-Mega,OU,1,Psychic,,1,Trace,,,0,55,50,65,175,105,150,600,[],3,3,1.0,1,0,104,"{'Toxic', 'Trick', 'Power Trick', 'Iron Tail', 'Telekinesis', 'Dig', 'Dynamic Punch', 'Body Slam', 'Return', 'Psywave', 'Psychic', 'Miracle Eye', 'Giga Impact', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Metronome', 'Confide', 'Captivate', 'Mega Kick', 'Torment', 'Confusion', 'Snatch', 'Hidden Power', 'Guard Swap', 'Light Screen', 'Bide', 'Recycle', 'Thunder Wave', 'Frustration', 'Mega Punch', 'Charge Beam', 'Rain Dance', 'Natural Gift', 'Recover', 'Teleport', 'Zen Headbutt', 'Dream Eater', 'Take Down', 'Trick Room', 'Safeguard', 'Energy Ball', 'Swagger', 'Skill Swap', 'Taunt', 'Magic Coat', 'Flash', 'Psybeam', 'Protect', 'Attract', 'Snore', 'Grass Knot', 'Drain Punch', 'Double-Edge', 'Curse', 'Zap Cannon', 'Thief', 'Knock Off', 'Magic Room', 'Rest', 'Endure', 'Fire Punch', 'Ally Switch', 'Focus Blast', 'Psychic Terrain', 'Sleep Talk', 'Double Team', 'Wonder Room', 'Substitute', 'Sunny Day', 'Secret Power', 'Counter', 'Shock Wave', 'Rage', 'Future Sight', 'Thunder Punch', 'Round', 'Embargo', 'Shadow Ball', 'Mimic', 'Seismic Toss', 'Disable', 'Barrier', 'Reflect', 'Gravity', 'Psyshock', 'Role Play', 'Signal Beam', 'Calm Mind', 'Encore', 'Ice Punch', 'Guard Split', 'Nightmare', 'Hyper Beam', 'Skull Bash', 'Dazzling Gleam', 'Tri Attack', 'Foul Play', 'Psycho Shift', 'Psycho Cut', 'Submission', 'Psych Up', 'Kinesis'}","{'Barrier', 'Calm Mind'}",{'Calm Mind'},2,1,{'Recover'},set(),set(),set(),set(),set(),"{'Body Slam', 'Headbutt', 'Iron Tail'}",{'Seismic Toss'},set()
Alomomola,UU,1,Water,,3,Healer,Hydration,Regenerator,0,165,75,80,40,45,65,470,[],1,1,1.0,0,0,57,"{'Toxic', 'Light Screen', 'Pound', 'Blizzard', 'Shadow Ball', 'Magic Coat', 'Aqua Jet', 'Double Slap', 'Hail', 'Frustration', 'Return', 'Aqua Ring', 'Mirror Coat', 'Protect', 'Helping Hand', 'Snore', 'Attract', 'Psychic', 'Wake-Up Slap', 'Whirlpool', 'Knock Off', 'Rain Dance', 'Scald', 'Calm Mind', 'Rest', 'Endure', 'Soak', 'Mist', 'Waterfall', 'Brine', 'Facade', 'Sleep Talk', 'Ice Beam', 'Confide', 'Icy Wind', 'Bounce', 'Double Team', 'Substitute', 'Secret Power', 'Dive', 'Safeguard', 'Healing Wish', 'Water Pulse', 'Tickle', 'Psych Up', 'Surf', 'Swagger', 'Wide Guard', 'Wish', 'Water Sport', 'Hydro Pump', 'Hidden Power', 'Heal Pulse', 'Refresh', 'Pain Split', 'Play Nice', 'Round'}",{'Calm Mind'},{'Calm Mind'},1,1,{'Wish'},{'Aqua Jet'},set(),set(),set(),set(),set(),set(),set()
Altaria,NU,2,Dragon,Flying,2,Cloud Nine,Natural Cure,,0,75,70,90,70,105,80,490,[],2,2,1.0,0,0,87,"{'Toxic', 'Sky Attack', 'Iron Tail', 'Ominous Wind', 'Body Slam', 'Draco Meteor', 'Return', 'Power Swap', 'Dragon Pulse', 'Moonblast', 'Perish Song', 'Giga Impact', 'Facade', 'Aerial Ace', 'Confide', 'Captivate', 'Air Cutter', 'Incinerate', 'Hidden Power', 'Cotton Guard', 'Outrage', 'Heal Bell', 'Frustration', 'Steel Wing', 'Fly', 'Twister', 'Dragon Dance', 'Rain Dance', 'Earthquake', 'Natural Gift', 'Flamethrower', 'Bulldoze', 'Dream Eater', 'Take Down', 'Feather Dance', 'Safeguard', 'Swagger', 'Fury Attack', 'Rock Smash', 'Sing', 'Fire Blast', 'Echoed Voice', 'Solar Beam', 'Protect', 'Attract', 'Astonish', 'Double-Edge', 'Thief', 'Mirror Move', 'Mud-Slap', 'Rest', 'Endure', 'Sleep Talk', 'Ice Beam', 'Double Team', 'Wonder Room', 'Hyper Voice', 'Substitute', 'Sunny Day', 'Peck', 'Secret Power', 'Rage', 'Heat Wave', 'Roar', 'Growl', 'Agility', 'Round', 'Mimic', 'Disarming Voice', 'Haze', 'Refresh', 'Roost', 'Swift', 'Play Rough', 'Tailwind', 'Dragon Rush', 'Uproar', 'Pursuit', 'Dragon Breath', 'Mist', 'Hone Claws', 'Hyper Beam', 'Dazzling Gleam', 'Dragon Claw', 'Snore', 'Psych Up', 'Pluck'}",set(),"{'Agility', 'Hone Claws', 'Dragon Dance'}",0,2,{'Roost'},set(),set(),set(),{'Roar'},set(),"{'Body Slam', 'Iron Tail'}",set(),set()
Altaria-Mega,UU,2,Dragon,Fairy,1,Pixilate,,,0,75,110,110,110,105,80,590,[],2,2,1.0,1,0,87,"{'Toxic', 'Sky Attack', 'Iron Tail', 'Ominous Wind', 'Body Slam', 'Draco Meteor', 'Return', 'Power Swap', 'Dragon Pulse', 'Moonblast', 'Perish Song', 'Giga Impact', 'Facade', 'Aerial Ace', 'Confide', 'Captivate', 'Air Cutter', 'Incinerate', 'Hidden Power', 'Cotton Guard', 'Outrage', 'Heal Bell', 'Frustration', 'Steel Wing', 'Fly', 'Twister', 'Dragon Dance', 'Rain Dance', 'Earthquake', 'Natural Gift', 'Flamethrower', 'Bulldoze', 'Dream Eater', 'Take Down', 'Feather Dance', 'Safeguard', 'Swagger', 'Fury Attack', 'Rock Smash', 'Sing', 'Fire Blast', 'Echoed Voice', 'Solar Beam', 'Protect', 'Attract', 'Astonish', 'Double-Edge', 'Thief', 'Mirror Move', 'Mud-Slap', 'Rest', 'Endure', 'Sleep Talk', 'Ice Beam', 'Double Team', 'Wonder Room', 'Hyper Voice', 'Substitute', 'Sunny Day', 'Peck', 'Secret Power', 'Rage', 'Heat Wave', 'Roar', 'Growl', 'Agility', 'Round', 'Mimic', 'Disarming Voice', 'Haze', 'Refresh', 'Roost', 'Swift', 'Play Rough', 'Tailwind', 'Dragon Rush', 'Uproar', 'Pursuit', 'Dragon Breath', 'Mist', 'Hone Claws', 'Hyper Beam', 'Dazzling Gleam', 'Dragon Claw', 'Snore', 'Psych Up', 'Pluck'}",set(),"{'Agility', 'Hone Claws', 'Dragon Dance'}",0,2,{'Roost'},set(),set(),set(),{'Roar'},set(),"{'Body Slam', 'Iron Tail'}",set(),set()
Amaura,LC,2,Rock,Ice,2,Refrigerate,Snow Warning,,0,77,59,50,67,63,46,362,['Aurorus'],1,2,0.5,0,0,70,"{'Toxic', 'Light Screen', 'Blizzard', 'Rock Smash', 'Powder Snow', 'Rock Slide', 'Iron Tail', 'Outrage', 'Hail', 'Discharge', 'Flash', 'Stone Edge', 'Haze', 'Stealth Rock', 'Thunder Wave', 'Frustration', 'Return', 'Sandstorm', 'Echoed Voice', 'Aqua Tail', 'Rock Polish', 'Mirror Coat', 'Barrier', 'Charge Beam', 'Protect', 'Attract', 'Snore', 'Reflect', 'Confide', 'Earth Power', 'Rain Dance', 'Rock Tomb', 'Flash Cannon', 'Calm Mind', 'Encore', 'Ancient Power', 'Rest', 'Bulldoze', 'Mist', 'Facade', 'Ice Beam', 'Sleep Talk', 'Thunderbolt', 'Zen Headbutt', 'Dream Eater', 'Icy Wind', 'Double Team', 'Take Down', 'Hyper Beam', 'Hyper Voice', 'Substitute', 'Aurora Beam', 'Secret Power', 'Iron Defense', 'Safeguard', 'Water Pulse', 'Avalanche', 'Dark Pulse', 'Swagger', 'Dragon Tail', 'Magnet Rise', 'Nature Power', 'Rock Throw', 'Frost Breath', 'Roar', 'Hidden Power', 'Growl', 'Iron Head', 'Psych Up', 'Round'}","{'Iron Defense', 'Barrier', 'Calm Mind'}","{'Rock Polish', 'Calm Mind'}",2,2,set(),set(),{'Stealth Rock'},set(),"{'Dragon Tail', 'Roar'}",set(),"{'Discharge', 'Iron Head', 'Rock Slide', 'Iron Tail'}",set(),set()
Ambipom,NU,1,Normal,,3,Pickup,Skill Link,Technician,0,75,100,66,60,66,115,482,[],2,2,1.0,0,0,93,"{'Toxic', 'Beat Up', 'Screech', 'Iron Tail', 'Fury Swipes', 'Double Slap', 'Dig', 'Low Sweep', 'Return', 'Seed Bomb', 'Strength', 'Giga Impact', 'Fling', 'Focus Punch', 'Fury Cutter', 'Facade', 'Headbutt', 'Dual Chop', 'Aerial Ace', 'Confide', 'Bounce', 'Payback', 'Captivate', 'Retaliate', 'Snatch', 'Work Up', 'Hidden Power', 'U-turn', 'Slam', 'Baton Pass', 'Switcheroo', 'Thunder Wave', 'Frustration', 'Brick Break', 'Shadow Claw', 'Scratch', 'Cut', 'Rain Dance', 'Power-Up Punch', 'Natural Gift', 'Thunderbolt', 'Dream Eater', 'Tickle', 'Swagger', 'Taunt', 'Revenge', 'Rock Smash', 'Solar Beam', 'Protect', 'Attract', 'Grass Knot', 'Astonish', 'Last Resort', 'Thief', 'Knock Off', 'Mud-Slap', 'Rest', 'Endure', 'Fire Punch', 'Sleep Talk', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Tail Slap', 'Counter', 'Shock Wave', 'Thunder', 'Thunder Punch', 'Acrobatics', 'Agility', 'Round', 'Tail Whip', 'Double Hit', 'Shadow Ball', 'Quick Guard', 'Swift', 'Low Kick', 'Sand Attack', 'Spite', 'Uproar', 'Role Play', 'Pursuit', 'Ice Punch', 'Hone Claws', 'Fake Out', 'Hyper Beam', 'Water Pulse', 'Covet', 'Foul Play', 'Nasty Plot', 'Gunk Shot', 'Snore'}",set(),"{'Nasty Plot', 'Agility', 'Hone Claws', 'Work Up'}",0,2,set(),{'Fake Out'},set(),set(),set(),{'U-turn'},"{'Gunk Shot', 'Headbutt', 'Iron Tail'}",set(),set()
Amoonguss,OU,2,Grass,Poison,2,Effect Spore,Regenerator,,0,114,85,70,85,80,30,464,[],2,2,1.0,0,0,52,"{'Toxic', 'Bide', 'Rollout', 'Poison Powder', 'Worry Seed', 'Spore', 'Flash', 'Body Slam', 'Venoshock', 'Frustration', 'Mega Drain', 'Stun Spore', 'Return', 'Solar Beam', 'Growth', 'Seed Bomb', 'After You', 'Sweet Scent', 'Rage Powder', 'Protect', 'Attract', 'Grass Knot', 'Astonish', 'Defense Curl', 'Absorb', 'Rain Dance', 'Rest', 'Endure', 'Giga Drain', 'Synthesis', 'Giga Impact', 'Feint Attack', 'Facade', 'Ingrain', 'Clear Smog', 'Sleep Talk', 'Confide', 'Double Team', 'Secret Power', 'Sunny Day', 'Hyper Beam', 'Sludge Bomb', 'Payback', 'Substitute', 'Energy Ball', 'Swagger', 'Foul Play', 'Nature Power', 'Gastro Acid', 'Hidden Power', 'Snore', 'Round'}",set(),set(),0,0,{'Synthesis'},set(),set(),set(),set(),set(),"{'Body Slam', 'Sludge Bomb'}",set(),set()
Ampharos,PU,1,Electric,,2,Plus,Static,,0,90,75,85,115,90,55,510,[],3,3,1.0,0,0,87,"{'Toxic', 'Screech', 'Iron Tail', 'Discharge', 'Dynamic Punch', 'Body Slam', 'Return', 'Confuse Ray', 'Magnetic Flux', 'Dragon Pulse', 'Strength', 'Ion Deluge', 'Giga Impact', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Confide', 'Captivate', 'Mega Kick', 'Electric Terrain', 'Hidden Power', 'Light Screen', 'Cotton Guard', 'Outrage', 'Heal Bell', 'Thunder Wave', 'Frustration', 'Mega Punch', 'Brick Break', 'Charge', 'After You', 'Charge Beam', 'Rain Dance', 'Power-Up Punch', 'Natural Gift', 'Bulldoze', 'Thunderbolt', 'Take Down', 'Power Gem', 'Safeguard', 'Swagger', 'Odor Sleuth', 'Rock Climb', 'Rock Smash', 'Flash', 'Echoed Voice', 'Electroweb', 'Protect', 'Attract', 'Defense Curl', 'Double-Edge', 'Curse', 'Zap Cannon', 'Rest', 'Endure', 'Fire Punch', 'Focus Blast', 'Sleep Talk', 'Double Team', 'Secret Power', 'Substitute', 'Counter', 'Shock Wave', 'Tackle', 'Thunder Shock', 'Magnet Rise', 'Thunder', 'Eerie Impulse', 'Growl', 'Thunder Punch', 'Agility', 'Round', 'Wild Charge', 'Mimic', 'Electro Ball', 'Seismic Toss', 'Flatter', 'Swift', 'Reflect', 'Sand Attack', 'Signal Beam', 'Cotton Spore', 'Brutal Swing', 'Hyper Beam', 'Volt Switch', 'Snore'}",set(),{'Agility'},0,2,set(),set(),set(),set(),set(),{'Volt Switch'},"{'Discharge', 'Body Slam', 'Headbutt', 'Iron Tail'}",{'Seismic Toss'},set()
Ampharos-Mega,RU,2,Electric,Dragon,1,Mold Breaker,,,0,90,95,105,165,110,45,610,[],3,3,1.0,1,0,87,"{'Toxic', 'Screech', 'Iron Tail', 'Discharge', 'Dynamic Punch', 'Body Slam', 'Return', 'Confuse Ray', 'Magnetic Flux', 'Dragon Pulse', 'Strength', 'Ion Deluge', 'Giga Impact', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Confide', 'Captivate', 'Mega Kick', 'Electric Terrain', 'Hidden Power', 'Light Screen', 'Cotton Guard', 'Outrage', 'Heal Bell', 'Thunder Wave', 'Frustration', 'Mega Punch', 'Brick Break', 'Charge', 'After You', 'Charge Beam', 'Rain Dance', 'Power-Up Punch', 'Natural Gift', 'Bulldoze', 'Thunderbolt', 'Take Down', 'Power Gem', 'Safeguard', 'Swagger', 'Odor Sleuth', 'Rock Climb', 'Rock Smash', 'Flash', 'Echoed Voice', 'Electroweb', 'Protect', 'Attract', 'Defense Curl', 'Double-Edge', 'Curse', 'Zap Cannon', 'Rest', 'Endure', 'Fire Punch', 'Focus Blast', 'Sleep Talk', 'Double Team', 'Secret Power', 'Substitute', 'Counter', 'Shock Wave', 'Tackle', 'Thunder Shock', 'Magnet Rise', 'Thunder', 'Eerie Impulse', 'Growl', 'Thunder Punch', 'Agility', 'Round', 'Wild Charge', 'Mimic', 'Electro Ball', 'Seismic Toss', 'Flatter', 'Swift', 'Reflect', 'Sand Attack', 'Signal Beam', 'Cotton Spore', 'Brutal Swing', 'Hyper Beam', 'Volt Switch', 'Snore'}",set(),{'Agility'},0,2,set(),set(),set(),set(),set(),{'Volt Switch'},"{'Discharge', 'Body Slam', 'Headbutt', 'Iron Tail'}",{'Seismic Toss'},set()
Anorith,LC,2,Bug,Rock,2,Battle Armor,Swift Swim,,0,45,95,50,40,50,75,355,['Armaldo'],1,2,0.5,0,0,64,"{'Cross Poison', 'Toxic', 'Screech', 'Metal Claw', 'Rock Slide', 'Mimic', 'Aqua Jet', 'Dig', 'False Swipe', 'Body Slam', 'Rock Blast', 'Stealth Rock', 'Frustration', 'Return', 'Sandstorm', 'Brick Break', 'Rock Polish', 'Protect', 'Attract', 'Double-Edge', 'Sand Attack', 'Scratch', 'Curse', 'Earth Power', 'Crush Claw', 'Knock Off', 'Rock Tomb', 'Mud Sport', 'Cut', 'Mud-Slap', 'Rest', 'Ancient Power', 'Endure', 'Natural Gift', 'Fury Cutter', 'Brine', 'Harden', 'Headbutt', 'Sleep Talk', 'Hone Claws', 'Aerial Ace', 'Slash', 'Facade', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Captivate', 'Confide', 'Iron Defense', 'Bug Bite', 'Water Pulse', 'Swagger', 'Struggle Bug', 'Water Gun', 'String Shot', 'X-Scissor', 'Hidden Power', 'Smack Down', 'Snore', 'Rock Smash', 'Swords Dance', 'Rapid Spin', 'Round'}",{'Iron Defense'},"{'Swords Dance', 'Hone Claws', 'Rock Polish'}",2,2,set(),set(),{'Stealth Rock'},{'Rapid Spin'},set(),set(),"{'Body Slam', 'Headbutt', 'Rock Slide'}",set(),set()
Araquanid,RU,2,Water,Bug,2,Water Absorb,Water Bubble,,0,68,70,92,50,132,42,454,[],2,2,1.0,0,0,46,"{'Toxic', 'Blizzard', 'Bubble Beam', 'Poison Jab', 'Frustration', 'Return', 'Spider Web', 'Aqua Ring', 'Mirror Coat', 'Infestation', 'Protect', 'Attract', 'Reflect', 'Stockpile', 'Power Split', 'Rain Dance', 'Scald', 'Bubble', 'Rest', 'Soak', 'Waterfall', 'Leech Life', 'Facade', 'Ice Beam', 'Sleep Talk', 'Lunge', 'Confide', 'Double Team', 'Substitute', 'Aurora Beam', 'Entrainment', 'Bug Bite', 'Safeguard', 'Spit Up', 'Surf', 'Crunch', 'Swagger', 'Wide Guard', 'Sticky Web', 'Frost Breath', 'Water Sport', 'Bite', 'Hidden Power', 'X-Scissor', 'Liquidation', 'Round'}",{'Stockpile'},set(),2,0,set(),set(),set(),set(),set(),set(),{'Poison Jab'},set(),{'Spider Web'}
Arbok,PU,1,Poison,,3,Intimidate,Shed Skin,Unnerve,0,60,95,69,65,79,80,448,[],2,2,1.0,0,0,88,"{'Toxic', 'Beat Up', 'Screech', 'Iron Tail', 'Poison Sting', 'Dig', 'Body Slam', 'Return', 'Seed Bomb', 'Strength', 'Fire Fang', 'Giga Drain', 'Giga Impact', 'Facade', 'Headbutt', 'Confide', 'Payback', 'Captivate', 'Belch', 'Torment', 'Bite', 'Snatch', 'Hidden Power', 'Fissure', 'Ice Fang', 'Slam', 'Bide', 'Rock Slide', 'Switcheroo', 'Sucker Punch', 'Glare', 'Frustration', 'Mega Drain', 'Thunder Fang', 'Mud Bomb', 'Rain Dance', 'Earthquake', 'Natural Gift', 'Bulldoze', 'Take Down', 'Sludge Bomb', 'Swagger', 'Bind', 'Poison Tail', 'Venoshock', 'Acid', 'Infestation', 'Protect', 'Attract', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Rock Tomb', 'Rest', 'Endure', 'Scary Face', 'Sleep Talk', 'Sludge Wave', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Rage', 'Crunch', 'Acid Spray', 'Round', 'Mimic', 'Coil', 'Haze', 'Poison Jab', 'Aqua Tail', 'Disable', 'Stockpile', 'Poison Fang', 'Spite', 'Pursuit', 'Brutal Swing', 'Hyper Beam', 'Dark Pulse', 'Spit Up', 'Skull Bash', 'Dragon Tail', 'Gastro Acid', 'Gunk Shot', 'Wrap', 'Snore', 'Swallow'}","{'Coil', 'Stockpile'}",{'Coil'},2,1,set(),set(),set(),set(),{'Dragon Tail'},set(),"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Sludge Bomb', 'Body Slam', 'Poison Jab', 'Gunk Shot'}",set(),set()
