Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s);Moves
Aggron;['Rock', 'Steel'];['Heavy Metal', 'Rock Head', 'Sturdy'];PU;70;110;180;60;60;50;[];['Tackle', 'Harden', "Mud'Slap", 'Headbutt', 'Harden', "Mud'Slap", 'Headbutt', 'Metal Claw', 'Iron Defense', 'Rock Tomb', 'Protect', 'Roar', 'Take Down', 'Iron Head', 'Protect', 'Rock Slide', 'Take Down', 'Metal Sound', 'Iron Tail', 'Iron Defense', "Double'Edge", 'Protect', 'Autotomize', 'Heavy Slam', 'Metal Sound', "Double'Edge", 'Metal Burst', 'Body Slam', 'Curse', 'Dragon Rush', 'Endeavor', 'Head Smash', 'Iron Head', 'Reversal', 'Screech', 'Smelling Salts', 'Stealth Rock', 'Stomp', 'Superpower', 'Ancient Power', 'Aqua Tail', 'Block', 'Body Slam', 'Counter', 'Dark Pulse', 'Defense Curl', "Double'Edge", 'Dragon Pulse', 'Dynamic Punch', 'Earth Power', 'Endeavor', 'Endure', 'Fire Punch', 'Focus Punch', 'Fury Cutter', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Head', 'Iron Tail', 'Low Kick', 'Magnet Rise', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Outrage', 'Rock Slide', 'Rollout', 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Snore', 'Spite', 'Stealth Rock', 'Substitute', 'Superpower', 'Swagger', 'Thunder Punch', 'Thunder Wave', 'Uproar', 'Water Pulse', 'Hone Claws', 'Focus Punch', 'Dragon Claw', 'Water Pulse', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Smack Down', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Shock Wave', 'Flamethrower', 'Sandstorm', 'Fire Blast', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Focus Blast', 'Fling', 'Brutal Swing', 'Incinerate', 'Endure', 'Dragon Pulse', 'Shadow Claw', 'Payback', 'Smart Strike', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Avalanche', 'Thunder Wave', 'Bulldoze', 'Stealth Rock', 'Captivate', 'Dark Pulse', 'Rock Slide', 'Dragon Tail', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Surf', 'Secret Power', 'Rock Smash', 'Dark Pulse', "Power'Up Punch", 'Confide', 'Cut', 'Surf', 'Strength', 'Whirlpool', 'Rock Smash', 'Rock Climb']
Aggron-Mega;['Steel'];['Filter'];UU;70;140;230;60;80;50;[];['Tackle', 'Harden', "Mud'Slap", 'Headbutt', 'Harden', "Mud'Slap", 'Headbutt', 'Metal Claw', 'Iron Defense', 'Rock Tomb', 'Protect', 'Roar', 'Take Down', 'Iron Head', 'Protect', 'Rock Slide', 'Take Down', 'Metal Sound', 'Iron Tail', 'Iron Defense', "Double'Edge", 'Protect', 'Autotomize', 'Heavy Slam', 'Metal Sound', "Double'Edge", 'Metal Burst', 'Body Slam', 'Curse', 'Dragon Rush', 'Endeavor', 'Head Smash', 'Iron Head', 'Reversal', 'Screech', 'Smelling Salts', 'Stealth Rock', 'Stomp', 'Superpower', 'Ancient Power', 'Aqua Tail', 'Block', 'Body Slam', 'Counter', 'Dark Pulse', 'Defense Curl', "Double'Edge", 'Dragon Pulse', 'Dynamic Punch', 'Earth Power', 'Endeavor', 'Endure', 'Fire Punch', 'Focus Punch', 'Fury Cutter', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Head', 'Iron Tail', 'Low Kick', 'Magnet Rise', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Outrage', 'Rock Slide', 'Rollout', 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Snore', 'Spite', 'Stealth Rock', 'Substitute', 'Superpower', 'Swagger', 'Thunder Punch', 'Thunder Wave', 'Uproar', 'Water Pulse', 'Hone Claws', 'Focus Punch', 'Dragon Claw', 'Water Pulse', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Smack Down', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Shock Wave', 'Flamethrower', 'Sandstorm', 'Fire Blast', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Focus Blast', 'Fling', 'Brutal Swing', 'Incinerate', 'Endure', 'Dragon Pulse', 'Shadow Claw', 'Payback', 'Smart Strike', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Avalanche', 'Thunder Wave', 'Bulldoze', 'Stealth Rock', 'Captivate', 'Dark Pulse', 'Rock Slide', 'Dragon Tail', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Surf', 'Secret Power', 'Rock Smash', 'Dark Pulse', "Power'Up Punch", 'Confide', 'Cut', 'Surf', 'Strength', 'Whirlpool', 'Rock Smash', 'Rock Climb']
Aipom;['Normal'];['Pickup', 'Run Away', 'Skill Link'];;55;70;55;40;55;85;['Ambipom'];['Scratch', 'Tail Whip', 'Sand Attack', 'Astonish', 'Baton Pass', 'Tickle', 'Fury Swipes', 'Swift', 'Screech', 'Agility', 'Double Hit', 'Fling', 'Nasty Plot', 'Last Resort', 'Agility', 'Beat Up', 'Bounce', 'Counter', 'Covet', 'Double Slap', 'Fake Out', 'Pursuit', 'Quick Guard', 'Revenge', 'Screech', 'Slam', 'Spite', 'Switcheroo', 'Tail Slap', 'Body Slam', 'Bounce', 'Counter', 'Covet', 'Defense Curl', "Double'Edge", 'Dream Eater', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Fury Cutter', 'Gunk Shot', 'Headbutt', 'Ice Punch', 'Iron Tail', 'Knock Off', 'Last Resort', 'Low Kick', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', "Mud'Slap", 'Nightmare', 'Role Play', 'Seed Bomb', 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Substitute', 'Swagger', 'Swift', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Uproar', 'Water Pulse', 'Work Up', 'Hone Claws', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Toxic', 'Zap Cannon', 'Rock Smash', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Protect', 'Endure', 'Rain Dance', 'Frustration', 'Solar Beam', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Return', 'Dig', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Double Team', 'Shock Wave', 'Aerial Ace', 'Facade', 'Secret Power', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Swift', 'Defense Curl', 'Thunder Punch', 'Dream Eater', 'Detect', 'Rest', 'Attract', 'Thief', 'Snatch', 'Fire Punch', 'Fury Cutter', 'Nightmare', 'Low Sweep', 'Round', 'Fling', 'Acrobatics', 'Endure', 'Shadow Claw', 'Payback', 'Retaliate', 'Thunder Wave', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', "U'turn", 'Substitute', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Cut', 'Strength', 'Rock Smash']
Alakazam;['Psychic'];['Inner Focus', 'Magic Guard', 'Synchronize'];UUBL;55;50;45;135;95;120;[];['Teleport', 'Confusion', 'Disable', 'Kinesis', 'Kinesis', 'Teleport', 'Confusion', 'Confusion', 'Disable', 'Psybeam', 'Reflect', 'Recover', 'Future Sight', 'Miracle Eye', 'Psybeam', 'Ally Switch', 'Psybeam', 'Reflect', 'Psycho Cut', 'Recover', 'Psycho Cut', 'Telekinesis', 'Recover', 'Psycho Cut', 'Ally Switch', 'Calm Mind', 'Psychic', 'Reflect', 'Calm Mind', 'Future Sight', 'Trick', 'Role Play', 'Ally Switch', 'Barrier', 'Encore', 'Fire Punch', 'Guard Split', 'Guard Swap', 'Ice Punch', 'Knock Off', 'Light Screen', 'Power Trick', 'Psychic Terrain', 'Psycho Shift', 'Skill Swap', 'Thunder Punch', 'Body Slam', 'Counter', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Gravity', 'Headbutt', 'Ice Punch', 'Iron Tail', 'Knock Off', 'Magic Coat', 'Magic Room', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Nightmare', 'Psych Up', 'Recycle', 'Role Play', 'Seismic Toss', 'Shock Wave', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Substitute', 'Swagger', 'Thunder Punch', 'Thunder Wave', 'Trick', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Focus Punch', 'Calm Mind', 'Dynamic Punch', 'Headbutt', 'Curse', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Zap Cannon', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Light Screen', 'Protect', 'Rain Dance', 'Endure', 'Telekinesis', 'Safeguard', 'Frustration', 'Iron Tail', 'Return', 'Dig', 'Psychic', 'Shadow Ball', 'Teleport', 'Mimic', 'Double Team', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Thunder Punch', 'Dream Eater', 'Reflect', 'Shock Wave', 'Torment', 'Facade', 'Secret Power', 'Bide', 'Metronome', 'Skull Bash', 'Rest', 'Attract', 'Thief', 'Round', 'Ally Switch', 'Skill Swap', 'Snatch', 'Focus Blast', 'Energy Ball', 'Fling', 'Charge Beam', 'Endure', 'Drain Punch', 'Embargo', 'Recycle', 'Giga Impact', 'Flash', 'Fire Punch', 'Nightmare', 'Thunder Wave', 'Psych Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Psywave', 'Tri Attack', 'Substitute', 'Flash', 'Trick Room', 'Secret Power', 'Dazzling Gleam', 'Confide']
Alakazam-Mega;['Psychic'];['Trace'];OU;55;50;65;175;105;150;[];['Teleport', 'Confusion', 'Disable', 'Kinesis', 'Kinesis', 'Teleport', 'Confusion', 'Confusion', 'Disable', 'Psybeam', 'Reflect', 'Recover', 'Future Sight', 'Miracle Eye', 'Psybeam', 'Ally Switch', 'Psybeam', 'Reflect', 'Psycho Cut', 'Recover', 'Psycho Cut', 'Telekinesis', 'Recover', 'Psycho Cut', 'Ally Switch', 'Calm Mind', 'Psychic', 'Reflect', 'Calm Mind', 'Future Sight', 'Trick', 'Role Play', 'Ally Switch', 'Barrier', 'Encore', 'Fire Punch', 'Guard Split', 'Guard Swap', 'Ice Punch', 'Knock Off', 'Light Screen', 'Power Trick', 'Psychic Terrain', 'Psycho Shift', 'Skill Swap', 'Thunder Punch', 'Body Slam', 'Counter', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Gravity', 'Headbutt', 'Ice Punch', 'Iron Tail', 'Knock Off', 'Magic Coat', 'Magic Room', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Nightmare', 'Psych Up', 'Recycle', 'Role Play', 'Seismic Toss', 'Shock Wave', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Substitute', 'Swagger', 'Thunder Punch', 'Thunder Wave', 'Trick', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Focus Punch', 'Calm Mind', 'Dynamic Punch', 'Headbutt', 'Curse', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Zap Cannon', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Light Screen', 'Protect', 'Rain Dance', 'Endure', 'Telekinesis', 'Safeguard', 'Frustration', 'Iron Tail', 'Return', 'Dig', 'Psychic', 'Shadow Ball', 'Teleport', 'Mimic', 'Double Team', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Thunder Punch', 'Dream Eater', 'Reflect', 'Shock Wave', 'Torment', 'Facade', 'Secret Power', 'Bide', 'Metronome', 'Skull Bash', 'Rest', 'Attract', 'Thief', 'Round', 'Ally Switch', 'Skill Swap', 'Snatch', 'Focus Blast', 'Energy Ball', 'Fling', 'Charge Beam', 'Endure', 'Drain Punch', 'Embargo', 'Recycle', 'Giga Impact', 'Flash', 'Fire Punch', 'Nightmare', 'Thunder Wave', 'Psych Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Psywave', 'Tri Attack', 'Substitute', 'Flash', 'Trick Room', 'Secret Power', 'Dazzling Gleam', 'Confide']
Alomomola;['Water'];['Healer', 'Hydration', 'Regenerator'];UU;165;75;80;40;45;65;[];['Play Nice', 'Hydro Pump', 'Wide Guard', 'Healing Wish', 'Helping Hand', 'Pound', 'Water Sport', 'Aqua Ring', 'Aqua Jet', 'Double Slap', 'Heal Pulse', 'Protect', 'Water Pulse', "Wake'Up Slap", 'Soak', 'Wish', 'Brine', 'Safeguard', 'Whirlpool', 'Helping Hand', 'Wide Guard', 'Healing Wish', 'Wide Guard', 'Hydro Pump', 'Endure', 'Mirror Coat', 'Mist', 'Pain Split', 'Refresh', 'Tickle', 'Bounce', 'Helping Hand', 'Icy Wind', 'Knock Off', 'Magic Coat', 'Pain Split', 'Sleep Talk', 'Snore', 'Water Pulse', 'Calm Mind', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Facade', 'Rest', 'Attract', 'Round', 'Scald', 'Psych Up', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Confide', 'Surf', 'Waterfall', 'Dive']
Altaria;['Dragon', 'Flying'];['Cloud Nine', 'Natural Cure'];NU;75;70;90;70;105;80;[];['Sky Attack', 'Peck', 'Growl', 'Astonish', 'Pluck', 'Peck', 'Growl', 'Astonish', 'Dragon Breath', 'Dragon Breath', 'Sky Attack', 'Pluck', 'Peck', 'Growl', 'Astonish', 'Sing', 'Astonish', 'Sing', 'Fury Attack', 'Safeguard', 'Disarming Voice', 'Mist', 'Round', 'Natural Gift', 'Take Down', 'Natural Gift', 'Refresh', 'Dragon Dance', 'Cotton Guard', 'Dragon Breath', 'Dragon Pulse', 'Perish Song', 'Moonblast', 'Dragon Dance', 'Refresh', 'Cotton Guard', 'Refresh', 'Dragon Pulse', 'Perish Song', 'Moonblast', 'Sky Attack', 'Mirror Move', 'Agility', 'Dragon Rush', 'Feather Dance', 'Haze', 'Hyper Voice', 'Play Rough', 'Power Swap', 'Pursuit', 'Rage', 'Roost', 'Steel Wing', 'Air Cutter', 'Body Slam', "Double'Edge", 'Draco Meteor', 'Dragon Pulse', 'Dream Eater', 'Endure', 'Heal Bell', 'Heat Wave', 'Hyper Voice', 'Iron Tail', 'Mimic', "Mud'Slap", 'Ominous Wind', 'Outrage', 'Psych Up', 'Roost', 'Sky Attack', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Tailwind', 'Twister', 'Uproar', 'Wonder Room', 'Hone Claws', 'Dragon Claw', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Ice Beam', 'Hyper Beam', 'Protect', 'Rain Dance', 'Roost', 'Safeguard', 'Frustration', 'Solar Beam', 'Iron Tail', 'Earthquake', 'Return', 'Double Team', 'Flamethrower', 'Fire Blast', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Echoed Voice', 'Steel Wing', 'Roost', 'Incinerate', 'Endure', 'Dragon Pulse', 'Giga Impact', 'Fly', 'Psych Up', 'Bulldoze', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Pluck', 'Substitute', 'Secret Power', 'Rock Smash', 'Dazzling Gleam', 'Confide', 'Fly', 'Rock Smash']
Altaria-Mega;['Dragon', 'Fairy'];['Pixilate'];UU;75;110;110;110;105;80;[];['Sky Attack', 'Peck', 'Growl', 'Astonish', 'Pluck', 'Peck', 'Growl', 'Astonish', 'Dragon Breath', 'Dragon Breath', 'Sky Attack', 'Pluck', 'Peck', 'Growl', 'Astonish', 'Sing', 'Astonish', 'Sing', 'Fury Attack', 'Safeguard', 'Disarming Voice', 'Mist', 'Round', 'Natural Gift', 'Take Down', 'Natural Gift', 'Refresh', 'Dragon Dance', 'Cotton Guard', 'Dragon Breath', 'Dragon Pulse', 'Perish Song', 'Moonblast', 'Dragon Dance', 'Refresh', 'Cotton Guard', 'Refresh', 'Dragon Pulse', 'Perish Song', 'Moonblast', 'Sky Attack', 'Mirror Move', 'Agility', 'Dragon Rush', 'Feather Dance', 'Haze', 'Hyper Voice', 'Play Rough', 'Power Swap', 'Pursuit', 'Rage', 'Roost', 'Steel Wing', 'Air Cutter', 'Body Slam', "Double'Edge", 'Draco Meteor', 'Dragon Pulse', 'Dream Eater', 'Endure', 'Heal Bell', 'Heat Wave', 'Hyper Voice', 'Iron Tail', 'Mimic', "Mud'Slap", 'Ominous Wind', 'Outrage', 'Psych Up', 'Roost', 'Sky Attack', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Tailwind', 'Twister', 'Uproar', 'Wonder Room', 'Hone Claws', 'Dragon Claw', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Ice Beam', 'Hyper Beam', 'Protect', 'Rain Dance', 'Roost', 'Safeguard', 'Frustration', 'Solar Beam', 'Iron Tail', 'Earthquake', 'Return', 'Double Team', 'Flamethrower', 'Fire Blast', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Echoed Voice', 'Steel Wing', 'Roost', 'Incinerate', 'Endure', 'Dragon Pulse', 'Giga Impact', 'Fly', 'Psych Up', 'Bulldoze', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Pluck', 'Substitute', 'Secret Power', 'Rock Smash', 'Dazzling Gleam', 'Confide', 'Fly', 'Rock Smash']
Amaura;['Rock', 'Ice'];['Refrigerate', 'Snow Warning'];LC;77;59;50;67;63;46;['Aurorus'];['Growl', 'Powder Snow', 'Thunder Wave', 'Rock Throw', 'Icy Wind', 'Take Down', 'Mist', 'Aurora Beam', 'Ancient Power', 'Round', 'Avalanche', 'Hail', 'Nature Power', 'Encore', 'Light Screen', 'Ice Beam', 'Hyper Beam', 'Blizzard', 'Barrier', 'Discharge', 'Haze', 'Magnet Rise', 'Mirror Coat', 'Aqua Tail', 'Earth Power', 'Hyper Voice', 'Icy Wind', 'Iron Defense', 'Iron Head', 'Iron Tail', 'Magnet Rise', 'Outrage', 'Snore', 'Stealth Rock', 'Water Pulse', 'Zen Headbutt', 'Calm Mind', 'Roar', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Thunderbolt', 'Return', 'Double Team', 'Reflect', 'Sandstorm', 'Rock Tomb', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Charge Beam', 'Rock Polish', 'Flash', 'Stone Edge', 'Thunder Wave', 'Psych Up', 'Bulldoze', 'Frost Breath', 'Rock Slide', 'Dragon Tail', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Secret Power', 'Rock Smash', 'Nature Power', 'Dark Pulse', 'Confide', 'Rock Smash']
Ambipom;['Normal'];['Pickup', 'Skill Link', 'Technician'];NU;75;100;66;60;66;115;[];['Dual Chop', 'Scratch', 'Tail Whip', 'Sand Attack', 'Astonish', 'Sand Attack', 'Astonish', 'Baton Pass', 'Tickle', 'Fury Swipes', 'Swift', 'Screech', 'Agility', 'Double Hit', 'Fling', 'Nasty Plot', 'Last Resort', 'Agility', 'Beat Up', 'Bounce', 'Counter', 'Covet', 'Double Slap', 'Fake Out', 'Pursuit', 'Quick Guard', 'Revenge', 'Screech', 'Slam', 'Spite', 'Switcheroo', 'Tail Slap', 'Bounce', 'Covet', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Fury Cutter', 'Gunk Shot', 'Headbutt', 'Ice Punch', 'Iron Tail', 'Knock Off', 'Last Resort', 'Low Kick', "Mud'Slap", 'Role Play', 'Seed Bomb', 'Shock Wave', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Swift', 'Thunder Punch', 'Uproar', 'Water Pulse', 'Work Up', 'Hone Claws', 'Focus Punch', 'Water Pulse', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Return', 'Dig', 'Shadow Ball', 'Brick Break', 'Double Team', 'Shock Wave', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Snatch', 'Low Sweep', 'Round', 'Fling', 'Acrobatics', 'Endure', 'Shadow Claw', 'Payback', 'Retaliate', 'Giga Impact', 'Thunder Wave', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', "U'turn", 'Substitute', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Cut', 'Strength', 'Rock Smash']
Amoonguss;['Grass', 'Poison'];['Effect Spore', 'Regenerator'];OU;114;85;70;85;80;30;[];['Absorb', 'Growth', 'Astonish', 'Bide', 'Growth', 'Astonish', 'Bide', 'Mega Drain', 'Ingrain', 'Feint Attack', 'Sweet Scent', 'Giga Drain', 'Toxic', 'Synthesis', 'Clear Smog', 'Solar Beam', 'Rage Powder', 'Spore', 'Body Slam', 'Defense Curl', 'Endure', 'Gastro Acid', 'Growth', 'Poison Powder', 'Rollout', 'Stun Spore', 'After You', 'Foul Play', 'Gastro Acid', 'Giga Drain', 'Seed Bomb', 'Sleep Talk', 'Snore', 'Synthesis', 'Worry Seed', 'Toxic', 'Venoshock', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Return', 'Double Team', 'Sludge Bomb', 'Facade', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Payback', 'Giga Impact', 'Flash', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Nature Power', 'Confide']
Ampharos;['Electric'];['Plus', 'Static'];PU;90;75;85;115;90;55;[];['Zap Cannon', 'Magnetic Flux', 'Ion Deluge', 'Dragon Pulse', 'Fire Punch', 'Tackle', 'Growl', 'Thunder Shock', 'Thunder Punch', 'Thunder Punch', 'Zap Cannon', 'Magnetic Flux', 'Ion Deluge', 'Dragon Pulse', 'Fire Punch', 'Tackle', 'Growl', 'Thunder Wave', 'Growl', 'Thunder Shock', 'Thunder Wave', 'Thunder Shock', 'Cotton Spore', 'Charge', 'Take Down', 'Electro Ball', 'Confuse Ray', 'Thunder Punch', 'Power Gem', 'Discharge', 'Signal Beam', 'Electro Ball', 'Cotton Guard', 'Discharge', 'Signal Beam', 'Light Screen', 'Power Gem', 'Thunder', 'Dragon Pulse', 'After You', 'Agility', 'Body Slam', 'Charge', 'Eerie Impulse', 'Electric Terrain', 'Flatter', 'Iron Tail', 'Odor Sleuth', 'Reflect', 'Safeguard', 'Sand Attack', 'Screech', 'Take Down', 'Thunderbolt', 'After You', 'Body Slam', 'Counter', 'Defense Curl', "Double'Edge", 'Dragon Pulse', 'Dynamic Punch', 'Electroweb', 'Endure', 'Fire Punch', 'Focus Punch', 'Headbutt', 'Heal Bell', 'Iron Tail', 'Magnet Rise', 'Mega Kick', 'Mega Punch', 'Mimic', 'Outrage', 'Seismic Toss', 'Shock Wave', 'Signal Beam', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Focus Punch', 'Dynamic Punch', 'Headbutt', 'Curse', 'Toxic', 'Zap Cannon', 'Rock Smash', 'Hidden Power', 'Snore', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Endure', 'Frustration', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Return', 'Brick Break', 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Swift', 'Defense Curl', 'Thunder Punch', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Fire Punch', 'Focus Blast', 'Fling', 'Charge Beam', 'Brutal Swing', 'Endure', 'Giga Impact', 'Flash', 'Volt Switch', 'Thunder Wave', 'Bulldoze', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Wild Charge', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Strength', 'Flash', 'Rock Smash', 'Rock Climb']
